HAUL_CYCLE_REC_IDENT,LOAD_START_TIMESTAMP,LOADING_EASTING,LOADING_NORTHING,LOADING_ELEVATION,LOAD_LOCATION_SNAME,BLOCK_SNAME,DUMP_LOCATION_SNAME
2894751,52:22.0,804102.7934,7510897.135,NULL,ROM2_2_25_21,NULL,CRUSHER2
2894759,27:03.0,798916.9991,7513113.126,NULL,ROM1_2_15_12,NULL,CRUSHER3
2894760,28:30.0,804241.4414,7510476.225,NULL,ROM2_1_9_28,NULL,CRUSHER2
2894776,32:50.0,804754.8462,7510911.827,NULL,ROM2_2_13_24,NULL,CRUSHER2
2894783,38:38.0,804235.8608,7510479.31,NULL,ROM2_1_9_28,NULL,CRUSHER1
2894812,42:42.0,804234.8964,7510489.38,NULL,ROM2_1_9_28,NULL,CRUSHER2
2894844,49:01.0,804090.3179,7510903.435,NULL,ROM2_2_25_21,NULL,CRUSHER2
2894885,00:47.0,804775.2647,7510927.29,NULL,ROM2_2_13_24,NULL,CRUSHER2
2894897,04:00.0,798931.8949,7513104.122,NULL,ROM1_2_15_12,NULL,CRUSHER3
2894928,13:25.0,804765.1395,7510924.371,NULL,ROM2_2_13_24,NULL,CRUSHER1
2894941,18:39.0,804507.701,7511585.209,NULL,ROM2_3_34_36,NULL,CRUSHER1
2894955,21:42.0,804751.7589,7510920.513,NULL,ROM2_2_13_24,NULL,CRUSHER2
2895608,04:12.0,798802.0438,7513180.112,NULL,ROM1_2_13_24,NULL,CRUSHER3
2895753,17:47.0,798948.0774,7513092.642,NULL,ROM1_2_15_12,NULL,CRUSHER3
2895756,22:26.0,804336.6954,7511329.63,NULL,ROM2_3_35_30,NULL,CRUSHER1
2895783,37:56.0,804746.5522,7510915.847,NULL,ROM2_2_13_24,NULL,CRUSHER2
2895785,28:37.0,804336.4236,7511338.003,NULL,ROM2_3_35_30,NULL,CRUSHER2
2895813,38:42.0,798955.582,7513097.703,NULL,ROM1_2_15_12,NULL,CRUSHER3
2895821,39:51.0,804319.2931,7511333.441,NULL,ROM2_3_35_30,NULL,CRUSHER1
2895840,46:25.0,804752.3557,7510924.294,NULL,ROM2_2_13_24,NULL,CRUSHER1
2895847,45:57.0,804317.4647,7511332.129,NULL,ROM2_3_35_30,NULL,CRUSHER2
2895854,49:20.0,804316.985,7511328.802,NULL,ROM2_3_35_30,NULL,CRUSHER1
2895870,52:10.0,803950.0341,7511056.749,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2895877,56:22.0,804744.7935,7510925.059,NULL,ROM2_2_13_24,NULL,CRUSHER2
2895891,59:12.0,804332.7525,7511335.331,NULL,ROM2_3_35_30,NULL,CRUSHER2
2895902,02:30.0,804779.4946,7510929.043,NULL,ROM2_2_13_24,NULL,CRUSHER2
2895943,12:15.0,803942.422,7511067.357,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2895962,21:45.0,804292.9273,7511321.663,NULL,ROM2_3_35_30,NULL,CRUSHER1
2895965,19:20.0,798972.9566,7513089.48,NULL,ROM1_2_15_12,NULL,CRUSHER3
2895989,26:47.0,804291.3978,7511322.174,NULL,ROM2_3_35_30,NULL,CRUSHER1
2896000,30:01.0,804799.7597,7510933.88,NULL,ROM2_2_13_24,NULL,CRUSHER2
2896002,30:50.0,804247.0574,7510436.264,NULL,ROM2_1_9_28,NULL,CRUSHER1
2840313,35:05.0,804479.0708,7510686.867,NULL,ROM2_1_6_33,NULL,CRUSHER1
2840374,59:29.0,805594.5012,7512869.979,NULL,D202_392_801_400,D202_392_801_400_BAH_1,CRUSHER1
2840392,12:57.0,798710.3096,7514860.32,NULL,Z601_800_701_412,Z601_800_701_412_SIH_1,CRUSHER3
2840452,35:46.0,798762.8086,7513479.611,NULL,ROM1_2_10_29,NULL,CRUSHER3
2840458,44:43.0,798709.892,7514870.79,NULL,Z601_800_701_412,Z601_800_701_412_SIH_1,CRUSHER3
2840502,23:16.0,805998.7087,7511235.55,NULL,D305_408_821_408,D305_408_821_408_HLS_3,CRUSHER1
2840509,10:29.0,806814.9559,7509084.817,NULL,G101_420_804_420,G101_420_804_420_BAH_7,CRUSHER1
2840626,52:38.0,798711.6199,7514888.236,NULL,Z601_800_701_412,Z601_800_701_412_SIH_2,CRUSHER3
2840657,57:36.0,798783.9915,7513473.459,NULL,ROM1_2_10_29,NULL,CRUSHER3
2840803,45:48.0,798713.7616,7514891.187,NULL,Z601_800_701_412,Z601_800_701_412_SIH_2,CRUSHER3
2840820,45:53.0,798806.6083,7513463.372,NULL,ROM1_2_10_29,NULL,CRUSHER3
2840837,56:37.0,798715.4253,7514894.008,NULL,Z601_800_701_412,Z601_800_701_412_SIH_2,CRUSHER3
2840958,45:56.0,798722.4156,7514893.398,NULL,Z601_800_701_412,Z601_800_701_412_SIH_2,CRUSHER3
2840981,56:17.0,805950.8635,7511235.905,NULL,D305_408_821_408,D305_408_821_408_HLS_3,CRUSHER1
2841021,02:32.0,805949.1475,7511235.938,NULL,D305_408_821_408,D305_408_821_408_HLS_3,CRUSHER1
2841023,59:57.0,798838.0507,7513456.238,NULL,ROM1_2_10_29,NULL,CRUSHER3
2841032,08:20.0,805947.4372,7511236.174,NULL,D305_408_821_408,D305_408_821_408_HLS_3,CRUSHER1
2841068,18:49.0,805939.5475,7511235.552,NULL,D305_408_821_408,D305_408_821_408_HLS_3,CRUSHER1
2841096,22:38.0,803952.8721,7511035.519,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2841154,34:41.0,803930.0955,7511115.618,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2841162,37:36.0,804501.7793,7510684.72,NULL,ROM2_1_6_33,NULL,CRUSHER1
2841180,43:32.0,804504.1739,7510685.297,NULL,ROM2_1_6_33,NULL,CRUSHER1
2841192,51:21.0,798720.7357,7514845.194,NULL,Z601_800_701_412,Z601_800_701_412_SIH_1,CRUSHER3
2841206,55:50.0,798720.938,7514845.327,NULL,Z601_800_701_412,Z601_800_701_412_SIH_1,CRUSHER3
2841230,05:09.0,NULL,NULL,NULL,D305_408_821_408,D305_408_821_408_HLS_3,CRUSHER1
2841232,05:31.0,NULL,NULL,NULL,Z601_800_701_412,Z601_800_701_412_SIH_1,CRUSHER3
2841240,16:43.0,804524.0825,7510688.258,NULL,ROM2_1_6_33,NULL,CRUSHER1
2841296,37:33.0,805634.7193,7512855.676,NULL,D202_392_801_400,D202_392_801_400_BAH_1,CRUSHER1
2841308,34:06.0,798834.3993,7513452.742,NULL,ROM1_2_10_29,NULL,CRUSHER3
2893999,22:06.0,804255.7186,7510363.161,NULL,ROM2_1_9_28,NULL,CRUSHER2
2894007,40:43.0,804024.9752,7510891.575,NULL,ROM2_2_25_21,NULL,CRUSHER1
2894018,29:46.0,798930.4612,7513098.927,NULL,ROM1_2_15_12,NULL,CRUSHER3
2894033,58:22.0,804039.5861,7510891.027,NULL,ROM2_2_25_21,NULL,CRUSHER2
2894061,48:14.0,804536.3065,7511604.136,NULL,ROM2_3_34_36,NULL,CRUSHER2
2894084,51:21.0,804253.5549,7510353.084,NULL,ROM2_1_9_28,NULL,CRUSHER2
2894093,52:43.0,798932.2427,7513107.605,NULL,ROM1_2_13_24,NULL,CRUSHER3
2894095,56:00.0,804261.17,7510355.702,NULL,ROM2_1_9_28,NULL,CRUSHER2
2894099,55:44.0,804539.6944,7511604.996,NULL,ROM2_3_34_36,NULL,CRUSHER1
2894120,00:26.0,798937.1551,7513095.388,NULL,ROM1_2_15_12,NULL,CRUSHER3
2894126,02:18.0,804253.1462,7510347.716,NULL,ROM2_1_9_28,NULL,CRUSHER1
2894148,07:55.0,798937.5279,7513101.184,NULL,ROM1_2_15_12,NULL,CRUSHER3
2894180,15:28.0,798943.3634,7513093.706,NULL,ROM1_2_15_12,NULL,CRUSHER3
2894183,21:11.0,804758.6373,7510901.694,NULL,ROM2_2_13_24,NULL,CRUSHER2
2894205,25:48.0,804570.7629,7511603.731,NULL,ROM2_3_34_36,NULL,CRUSHER1
2894208,22:47.0,798796.6052,7513187.88,NULL,ROM1_2_15_12,NULL,CRUSHER3
2894224,31:06.0,804569.1975,7511606.749,NULL,ROM2_3_34_36,NULL,CRUSHER1
2894298,47:31.0,804256.0806,7510315.988,NULL,ROM2_1_9_28,NULL,CRUSHER2
2894306,02:28.0,798963.4142,7513096.194,NULL,ROM1_2_15_12,NULL,CRUSHER3
2894327,07:48.0,798939.6382,7513101.291,NULL,ROM1_2_15_12,NULL,CRUSHER3
2894328,13:39.0,804257.7042,7510373.901,NULL,ROM2_1_9_28,NULL,CRUSHER2
2894330,58:52.0,NULL,NULL,NULL,ROM2_2_13_24,NULL,CRUSHER1
2894337,07:49.0,804795.7073,7510921.234,NULL,ROM2_2_13_24,NULL,CRUSHER2
2894350,20:30.0,804586.4105,7511601.294,NULL,ROM2_3_34_36,NULL,CRUSHER2
2894371,27:34.0,804507.0368,7511588.638,NULL,ROM2_3_34_36,NULL,CRUSHER2
2894373,29:32.0,798922.4226,7513110.447,NULL,ROM1_2_15_12,NULL,CRUSHER3
2894399,36:01.0,804056.697,7510896.076,NULL,ROM2_2_25_21,NULL,CRUSHER2
2894415,42:59.0,804494.3108,7511590.811,NULL,ROM2_3_34_36,NULL,CRUSHER2
2894420,42:48.0,798914.598,7513107.905,NULL,ROM1_2_15_12,NULL,CRUSHER3
2894427,45:24.0,804754.495,7510909.55,NULL,ROM2_2_13_24,NULL,CRUSHER1
2894436,49:44.0,804492.1796,7511588.37,NULL,ROM2_3_34_36,NULL,CRUSHER1
2894454,55:07.0,804789.5315,7510924.134,NULL,ROM2_2_13_24,NULL,CRUSHER1
2894465,59:51.0,804784.9443,7510923.113,NULL,ROM2_2_13_24,NULL,CRUSHER2
2894478,04:12.0,804249.1516,7510424.354,NULL,ROM2_1_9_28,NULL,CRUSHER2
2894497,07:57.0,804767.2584,7510913.892,NULL,ROM2_2_13_24,NULL,CRUSHER2
2894508,11:29.0,804245.9841,7510435.177,NULL,ROM2_1_9_28,NULL,CRUSHER1
2894518,15:26.0,804072.3529,7510899.227,NULL,ROM2_2_25_21,NULL,CRUSHER2
2894525,17:36.0,804243.0604,7510441.1,NULL,ROM2_1_9_28,NULL,CRUSHER2
2894541,23:07.0,804835.9032,7510931.01,NULL,ROM2_2_13_24,NULL,CRUSHER2
2894586,36:10.0,804058.8986,7510898.711,NULL,ROM2_2_25_21,NULL,CRUSHER2
2894590,39:18.0,804537.5356,7511594.053,NULL,ROM2_3_34_36,NULL,CRUSHER1
2894596,45:07.0,804811.7423,7510923.895,NULL,ROM2_2_13_24,NULL,CRUSHER2
2894618,48:09.0,804040.596,7510896.966,NULL,ROM2_2_25_21,NULL,CRUSHER2
2894646,02:39.0,798812.3017,7513172.741,NULL,ROM1_2_13_24,NULL,CRUSHER3
2894658,59:39.0,804557.6088,7511605.827,NULL,ROM2_3_34_36,NULL,CRUSHER1
2894669,03:56.0,804564.1686,7511601.099,NULL,ROM2_3_34_36,NULL,CRUSHER1
2894682,04:24.0,804035.6861,7510896.44,NULL,ROM2_2_25_21,NULL,CRUSHER2
2894688,11:59.0,798812.5574,7513184.071,NULL,ROM1_2_15_12,NULL,CRUSHER3
2894723,17:08.0,804028.2722,7510897.013,NULL,ROM2_2_25_21,NULL,CRUSHER1
2894734,23:02.0,804756.471,7510915.649,NULL,ROM2_2_13_24,NULL,CRUSHER2
2894758,27:16.0,804750.5749,7510912.248,NULL,ROM2_2_13_24,NULL,CRUSHER1
2894798,37:06.0,804014.8517,7510898.917,NULL,ROM2_2_25_21,NULL,CRUSHER2
2894813,44:59.0,804749.4732,7510913.175,NULL,ROM2_2_13_24,NULL,CRUSHER1
2894838,51:03.0,804231.7816,7510489.497,NULL,ROM2_1_9_28,NULL,CRUSHER1
2894851,17:48.0,804104.1753,7510905.436,NULL,ROM2_2_25_21,NULL,CRUSHER2
2894865,55:25.0,804260.1588,7510306.671,NULL,ROM2_1_9_28,NULL,CRUSHER2
2894922,12:56.0,798935.5627,7513100.281,NULL,ROM1_2_15_12,NULL,CRUSHER3
2895631,19:23.0,804325.614,7511329.826,NULL,ROM2_3_35_30,NULL,CRUSHER1
2895757,30:49.0,804260.4814,7510370.384,NULL,ROM2_1_9_28,NULL,CRUSHER2
2895798,33:07.0,804336.6294,7511338.476,NULL,ROM2_3_35_30,NULL,CRUSHER1
2895802,32:17.0,803950.8631,7511027.058,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2895841,45:15.0,798963.7934,7513094.798,NULL,ROM1_2_13_24,NULL,CRUSHER3
2895857,52:58.0,804305.8385,7511327.123,NULL,ROM2_3_35_30,NULL,CRUSHER1
2895866,51:32.0,804740.1326,7510921.138,NULL,ROM2_2_13_24,NULL,CRUSHER2
2895869,51:34.0,804257.1814,7510372.535,NULL,ROM2_1_9_28,NULL,CRUSHER2
2895916,37:25.0,804292.6103,7511317.43,NULL,ROM2_3_35_30,NULL,CRUSHER1
2895933,13:25.0,804322.9303,7511333.935,NULL,ROM2_3_35_30,NULL,CRUSHER2
2895939,11:50.0,798965.8316,7513086.113,NULL,ROM1_2_15_12,NULL,CRUSHER3
2896015,36:30.0,804813.7221,7510930.41,NULL,ROM2_2_13_24,NULL,CRUSHER1
2896038,41:54.0,798809.8932,7513188.697,NULL,ROM1_2_15_12,NULL,CRUSHER3
2896055,49:06.0,804322.4787,7511332.181,NULL,ROM2_3_35_30,NULL,CRUSHER1
2896059,52:03.0,804320.2854,7511332.232,NULL,ROM2_3_35_30,NULL,CRUSHER2
2896099,00:41.0,804820.3691,7510941.339,NULL,ROM2_2_13_24,NULL,CRUSHER2
2896102,01:20.0,804297.6205,7511328.504,NULL,ROM2_3_35_30,NULL,CRUSHER1
2896163,18:11.0,804251.695,7510417.72,NULL,ROM2_1_9_28,NULL,CRUSHER2
2896168,22:07.0,804250.3529,7510416.808,NULL,ROM2_1_9_28,NULL,CRUSHER2
2896179,22:39.0,804329.0869,7511340.617,NULL,ROM2_3_35_30,NULL,CRUSHER1
2896182,34:45.0,804322.9238,7511337.248,NULL,ROM2_3_35_30,NULL,CRUSHER2
2896207,31:06.0,804835.563,7510946.961,NULL,ROM2_2_13_24,NULL,CRUSHER1
2896342,05:46.0,804251.5453,7510400.879,NULL,ROM2_1_9_28,NULL,CRUSHER2
2896373,15:04.0,804247.0169,7510413.33,NULL,ROM2_1_9_28,NULL,CRUSHER2
2896403,22:20.0,804326.9447,7511342.111,NULL,ROM2_3_35_30,NULL,CRUSHER2
2896417,26:53.0,804252.4592,7510387.653,NULL,ROM2_1_9_28,NULL,CRUSHER1
2896450,35:21.0,804332.1705,7511344.216,NULL,ROM2_3_35_30,NULL,CRUSHER1
2896473,18:51.0,803942.3741,7511096.145,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2896478,44:14.0,804335.5293,7511348.207,NULL,ROM2_3_35_30,NULL,CRUSHER1
2896486,47:02.0,798841.0913,7513170.865,NULL,ROM1_2_15_12,NULL,CRUSHER3
2896487,46:37.0,804778.8513,7510938.9,NULL,ROM2_2_13_24,NULL,CRUSHER2
2896508,07:14.0,798976.3646,7513087.373,NULL,ROM1_2_15_12,NULL,CRUSHER3
2896509,12:32.0,804261.7112,7510358.136,NULL,ROM2_1_9_28,NULL,CRUSHER2
2896512,15:26.0,804861.7554,7511213.142,NULL,ROM2_2_22_16,NULL,CRUSHER1
2896514,43:44.0,804302.1609,7511331.775,NULL,ROM2_3_35_30,NULL,CRUSHER2
2896515,11:44.0,798971.9656,7513088.212,NULL,ROM1_2_15_12,NULL,CRUSHER3
2896527,21:26.0,798961.6694,7513085.526,NULL,ROM1_2_15_12,NULL,CRUSHER3
2896540,26:17.0,804306.1613,7511332.136,NULL,ROM2_3_35_30,NULL,CRUSHER1
2896551,29:02.0,798780.9095,7513194.061,NULL,ROM1_2_13_24,NULL,CRUSHER3
2896596,46:10.0,804849.2273,7511208.699,NULL,ROM2_2_22_16,NULL,CRUSHER1
2896608,49:56.0,804262.9822,7510338.14,NULL,ROM2_1_9_28,NULL,CRUSHER1
2896645,57:57.0,804260.8243,7510328.654,NULL,ROM2_1_9_28,NULL,CRUSHER2
2896653,01:53.0,804876.4124,7511212.469,NULL,ROM2_2_22_16,NULL,CRUSHER1
2896715,16:14.0,804889.9732,7511217.419,NULL,ROM2_2_22_16,NULL,CRUSHER2
2896719,19:25.0,804901.5027,7511219.065,NULL,ROM2_2_22_16,NULL,CRUSHER1
2896759,28:39.0,804262.4193,7510306.749,NULL,ROM2_1_9_28,NULL,CRUSHER2
2896768,33:04.0,805546.7198,7511975.254,NULL,D203_408_009_408,D203_408_009_408_LAH_11,CRUSHER1
2896772,32:09.0,804521.9091,7511594.917,NULL,ROM2_3_34_36,NULL,CRUSHER1
2896773,34:35.0,804276.5674,7511322.04,NULL,ROM2_3_35_30,NULL,CRUSHER1
2896795,42:22.0,805540.6091,7511976.61,NULL,D203_408_009_412,D203_408_009_412_BAH_5,CRUSHER2
2896813,39:53.0,798913.1754,7513113.595,NULL,ROM1_2_15_12,NULL,CRUSHER3
2896829,45:24.0,804917.5704,7511225.505,NULL,ROM2_2_22_16,NULL,CRUSHER1
2896860,55:36.0,804534.9384,7511597.687,NULL,ROM2_3_34_36,NULL,CRUSHER2
2896895,09:26.0,804266.3935,7510304.273,NULL,ROM2_1_9_28,NULL,CRUSHER1
2896912,10:12.0,804271.679,7511315.578,NULL,ROM2_3_35_30,NULL,CRUSHER2
2896931,26:16.0,798912.245,7513111.44,NULL,ROM1_2_15_12,NULL,CRUSHER3
2896968,34:38.0,805511.3852,7511974.322,NULL,D203_408_009_412,D203_408_009_412_BAH_5,CRUSHER2
2896977,39:26.0,805508.098,7511973.857,NULL,D203_408_009_412,D203_408_009_412_BAH_5,CRUSHER1
2896993,31:02.0,798910.72,7513117.41,NULL,ROM1_2_15_12,NULL,CRUSHER3
2897010,35:29.0,798906.7988,7513118.884,NULL,ROM1_2_15_12,NULL,CRUSHER3
2897027,41:14.0,798778.3379,7513193.409,NULL,ROM1_2_13_24,NULL,CRUSHER3
2897103,09:52.0,805490.3073,7511973.981,NULL,D203_408_009_412,D203_408_009_412_BAH_5,CRUSHER1
2897108,20:14.0,804552.5236,7511599.459,NULL,ROM2_3_34_36,NULL,CRUSHER1
2897153,39:15.0,804266.1518,7510353.591,NULL,ROM2_1_9_28,NULL,CRUSHER2
2897179,51:30.0,805544.4712,7511965.503,NULL,D203_408_009_412,D203_408_009_412_BAH_5,CRUSHER2
2897183,56:08.0,805539.5207,7511965.617,NULL,D203_408_009_412,D203_408_009_412_BAH_5,CRUSHER2
2897205,34:07.0,798784.7477,7513193.517,NULL,ROM1_2_13_24,NULL,CRUSHER3
2897210,36:26.0,804863.2027,7511203.851,NULL,ROM2_2_22_15,NULL,CRUSHER2
2897226,38:59.0,798910.2656,7513119.055,NULL,ROM1_2_15_12,NULL,CRUSHER3
2897240,44:55.0,804862.3675,7511198.173,NULL,ROM2_2_22_15,NULL,CRUSHER1
2897257,10:41.0,804258.3868,7510364.743,NULL,ROM2_1_9_28,NULL,CRUSHER1
2897262,11:13.0,804891.1222,7511211.047,NULL,ROM2_2_22_15,NULL,CRUSHER2
2897271,22:27.0,805531.7062,7511963.614,NULL,D203_408_009_412,D203_408_009_412_BAH_5,CRUSHER2
2897285,54:51.0,804869.9945,7511209.199,NULL,ROM2_2_22_15,NULL,CRUSHER2
2897314,07:56.0,804550.901,7511600.597,NULL,ROM2_3_34_36,NULL,CRUSHER1
2897324,07:44.0,798779.1371,7513198.35,NULL,ROM1_2_13_24,NULL,CRUSHER3
2897329,15:02.0,804888.6586,7511207.769,NULL,ROM2_2_22_15,NULL,CRUSHER1
2897342,13:55.0,798781.0973,7513198.313,NULL,ROM1_2_13_24,NULL,CRUSHER3
2897363,20:33.0,804554.4025,7511600.776,NULL,ROM2_3_34_36,NULL,CRUSHER1
2897365,20:16.0,798922.3822,7513115.039,NULL,ROM1_2_15_12,NULL,CRUSHER3
2897371,28:05.0,804258.3428,7510379.538,NULL,ROM2_1_9_28,NULL,CRUSHER2
2897378,28:55.0,804905.3034,7511213.833,NULL,ROM2_2_22_15,NULL,CRUSHER1
2890115,25:38.0,806232.1786,7512914.576,NULL,D104_444_812_444,D104_444_812_444_SEH_4,CRUSHER2
2890123,11:50.0,798684.649,7513473.195,NULL,ROM1_2_8_22,NULL,CRUSHER3
2890200,35:58.0,804075.6212,7510889.937,NULL,ROM2_2_25_21,NULL,CRUSHER2
2890244,51:07.0,804066.7687,7510891.967,NULL,ROM2_2_25_21,NULL,CRUSHER2
2890265,56:13.0,804060.27,7510887.381,NULL,ROM2_2_25_21,NULL,CRUSHER2
2890350,20:49.0,803961.2306,7510841.273,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER2
2890394,33:12.0,803958.5919,7510827.601,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER2
2890405,36:44.0,804471.0595,7511106.879,NULL,ROM2_2_20_3,NULL,CRUSHER2
2890454,54:59.0,803966.9442,7510833.424,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER2
2890458,59:34.0,798693.0377,7513464.786,NULL,ROM1_2_8_22,NULL,CRUSHER3
2890470,00:09.0,803961.667,7510823.156,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER2
2890476,04:34.0,798724.5818,7513444.682,NULL,ROM1_2_8_22,NULL,CRUSHER3
2890481,18:32.0,804031.4859,7510882.282,NULL,ROM2_2_25_21,NULL,CRUSHER2
2890482,07:50.0,806242.8364,7512889.494,NULL,D104_444_812_444,D104_444_812_444_SEH_2,CRUSHER2
2890487,09:41.0,798724.1516,7513450.84,NULL,ROM1_2_8_22,NULL,CRUSHER3
2890505,13:58.0,798693.4219,7513473.514,NULL,ROM1_2_8_22,NULL,CRUSHER3
2890542,29:35.0,798695.6518,7513460.034,NULL,ROM1_2_10_27,NULL,CRUSHER3
2890563,35:00.0,798694.7144,7513461.976,NULL,ROM1_2_8_22,NULL,CRUSHER3
2890567,48:44.0,806242.1184,7512900.68,NULL,D104_444_812_444,D104_444_812_444_SEH_2,CRUSHER2
2890570,45:52.0,806242.0215,7512900.725,NULL,D104_444_812_444,D104_444_812_444_SEH_2,CRUSHER2
2890577,50:57.0,806241.9634,7512901.626,NULL,D104_444_812_444,D104_444_812_444_SEH_2,CRUSHER2
2890582,39:25.0,804024.3261,7510883.055,NULL,ROM2_2_25_21,NULL,CRUSHER2
2890587,42:15.0,798731.7369,7513455.034,NULL,ROM1_2_8_22,NULL,CRUSHER3
2890606,05:38.0,798687.5805,7513469.85,NULL,ROM1_2_8_22,NULL,CRUSHER3
2890618,51:46.0,804435.0577,7511100.339,NULL,ROM2_2_20_3,NULL,CRUSHER2
2890693,14:58.0,803968.3562,7510821.461,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER2
2890695,20:34.0,803960.5081,7510811.747,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER2
2890756,32:13.0,803970.6695,7510812.574,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER2
2890772,33:55.0,798740.6992,7513452.093,NULL,ROM1_2_8_22,NULL,CRUSHER3
2890778,37:20.0,803970.4945,7510819.342,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER2
2890798,40:39.0,798684.7277,7513475.135,NULL,ROM1_2_8_22,NULL,CRUSHER3
2890838,50:49.0,804485.5589,7511109.572,NULL,ROM2_2_20_3,NULL,CRUSHER2
2890886,01:09.0,804499.4658,7511112.414,NULL,ROM2_2_20_3,NULL,CRUSHER2
2890909,07:05.0,804504.2344,7511113.085,NULL,ROM2_2_20_3,NULL,CRUSHER2
2890958,22:08.0,803971.4564,7510802.9,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER2
2890983,29:35.0,804514.8265,7511119.609,NULL,ROM2_2_20_3,NULL,CRUSHER2
2891002,33:55.0,804030.1622,7510886.332,NULL,ROM2_2_25_21,NULL,CRUSHER2
2891010,30:40.0,803972.6821,7510877.129,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER2
2891094,09:57.0,798656.9791,7513491.252,NULL,ROM1_2_10_27,NULL,CRUSHER3
2891108,16:21.0,798652.4932,7513494.145,NULL,ROM1_2_10_27,NULL,CRUSHER3
2891111,19:33.0,804094.7097,7510886.447,NULL,ROM2_2_25_21,NULL,CRUSHER2
2891124,25:45.0,804083.2856,7510891.119,NULL,ROM2_2_25_21,NULL,CRUSHER2
2891145,37:51.0,804443.9671,7511101.409,NULL,ROM2_2_20_3,NULL,CRUSHER2
2891157,47:27.0,804070.8675,7510887.676,NULL,ROM2_2_25_21,NULL,CRUSHER2
2891166,49:17.0,804428.6093,7511103.466,NULL,ROM2_2_20_3,NULL,CRUSHER2
2891184,59:11.0,798635.2497,7513494.681,NULL,ROM1_2_10_27,NULL,CRUSHER3
2891202,39:06.0,804019.9093,7510885.475,NULL,ROM2_2_25_21,NULL,CRUSHER1
2891241,13:04.0,798754.0304,7513443.572,NULL,ROM1_2_8_22,NULL,CRUSHER3
2891260,19:18.0,804462.406,7511110.009,NULL,ROM2_2_20_3,NULL,CRUSHER1
2891267,22:55.0,804478.9879,7511107.075,NULL,ROM2_2_20_3,NULL,CRUSHER2
2891279,25:01.0,804027.7568,7510886.193,NULL,ROM2_2_25_21,NULL,CRUSHER2
2891282,42:14.0,804018.1816,7510886.503,NULL,ROM2_2_25_21,NULL,CRUSHER2
2891315,38:52.0,804486.6901,7511107.438,NULL,ROM2_2_20_3,NULL,CRUSHER1
2891352,48:26.0,804095.6083,7510887.744,NULL,ROM2_2_25_21,NULL,CRUSHER2
2891365,52:48.0,804513.1196,7511117.469,NULL,ROM2_2_20_3,NULL,CRUSHER1
2891408,03:09.0,798753.9398,7513450.168,NULL,ROM1_2_8_22,NULL,CRUSHER3
2891434,14:33.0,798877.9879,7513154.618,NULL,ROM1_2_8_22,NULL,CRUSHER3
2891506,30:47.0,803975.8743,7510829.231,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER1
2891519,32:53.0,804039.6378,7510887.271,NULL,ROM2_2_25_21,NULL,CRUSHER1
2891521,33:36.0,804443.7222,7511101.603,NULL,ROM2_2_20_3,NULL,CRUSHER2
2891547,38:43.0,804455.4789,7511101.152,NULL,ROM2_2_20_3,NULL,CRUSHER2
2891580,47:37.0,804020.6992,7510887.389,NULL,ROM2_2_25_21,NULL,CRUSHER2
2891599,54:35.0,798991.0699,7513077.976,NULL,ROM1_2_15_13,NULL,CRUSHER3
2891643,04:30.0,798849.6723,7513168.155,NULL,ROM1_2_13_24,NULL,CRUSHER3
2891645,04:32.0,804469.775,7511101.344,NULL,ROM2_2_20_3,NULL,CRUSHER2
2891653,10:24.0,803939.8977,7511083.513,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER2
2891659,08:48.0,804473.4599,7511102.426,NULL,ROM2_2_20_3,NULL,CRUSHER2
2891665,10:01.0,804066.0852,7510892.853,NULL,ROM2_2_25_21,NULL,CRUSHER1
2891670,12:05.0,798983.5179,7513081.897,NULL,ROM1_2_13_24,NULL,CRUSHER3
2891675,13:06.0,804468.9259,7511105.993,NULL,ROM2_2_20_3,NULL,CRUSHER1
2891702,22:15.0,803944.0262,7511081.506,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER2
2891713,21:16.0,804478.9747,7511108.651,NULL,ROM2_2_20_3,NULL,CRUSHER1
2891729,26:30.0,804044.1513,7510888.392,NULL,ROM2_2_25_21,NULL,CRUSHER2
2891743,30:45.0,804043.7101,7510888.433,NULL,ROM2_2_25_21,NULL,CRUSHER2
2891773,43:56.0,804260.9969,7510309.089,NULL,ROM2_1_9_28,NULL,CRUSHER2
2891843,55:47.0,803943.308,7511087.247,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER1
